Date,Temp1,Humidity,Atmospheric_pressure,Wind_speed,Cloudiness
11/12/2005,28.7,90.0,1000.4,0.0,4.0
11/12/2005,27.2,89.0,1002.4,0.0,6.0
11/12/2005,27.2,85.0,1000.0,0.0,10.0
12/12/2005,24.2,96.0,1003.9,0.0,10.0
12/12/2005,26.7,88.0,1002.3,2.0,7.0
12/12/2005,31.5,75.0,998.3,2.0,5.0
13/12/2005,25.3,95.0,1001.1,0.0,10.0
13/12/2005,25.3,95.0,1002.8,0.0,8.0
13/12/2005,31.9,66.0,999.8,2.0,6.0
14/12/2005,27.9,83.0,999.2,2.0,7.0
14/12/2005,25.3,95.0,1003.0,0.0,10.0
14/12/2005,31.7,76.0,1000.0,2.0,7.0
15/12/2005,28.3,89.0,999.1,0.0,0.0
15/12/2005,27.1,88.0,1002.0,0.0,10.0
15/12/2005,32.1,72.0,998.4,2.0,9.0
16/12/2005,25.1,93.0,1001.0,0.0,10.0
16/12/2005,25.7,96.0,1003.5,0.0,10.0
16/12/2005,28.3,84.0,1000.7,2.0,10.0
17/12/2005,26.5,93.0,1001.1,0.0,10.0
17/12/2005,26.1,93.0,1004.3,0.0,8.0
17/12/2005,25.5,93.0,1003.5,4.0,10.0
18/12/2005,24.3,95.0,1002.6,0.0,10.0
18/12/2005,24.9,96.0,1005.1,0.0,9.0
18/12/2005,32.1,74.0,1001.9,2.0,3.0
19/12/2005,26.1,86.0,1001.9,0.0,0.0
19/12/2005,25.2,92.0,1005.0,1.0,10.0
19/12/2005,30.9,74.0,1001.6,0.0,10.0
20/12/2005,24.0,97.0,1003.8,0.0,10.0
20/12/2005,24.0,97.0,1005.6,0.0,10.0
20/12/2005,29.1,80.0,1003.1,1.0,10.0
21/12/2005,23.6,98.0,1004.7,0.0,8.0
21/12/2005,24.4,97.0,1005.2,0.0,10.0
21/12/2005,28.5,79.0,1003.4,1.0,8.0
22/12/2005,25.4,95.0,1003.2,0.0,0.0
22/12/2005,24.3,98.0,1005.8,0.0,9.0
22/12/2005,24.3,95.0,1003.9,0.0,10.0
23/12/2005,24.1,97.0,1004.8,0.0,0.0
23/12/2005,24.3,98.0,1005.8,0.0,9.0
23/12/2005,23.0,97.0,1004.2,1.0,10.0
24/12/2005,23.1,99.0,1003.5,0.0,10.0
24/12/2005,23.1,97.0,1006.3,0.0,10.0
24/12/2005,28.9,77.0,1004.6,3.0,9.0
25/12/2005,26.5,88.0,1002.7,2.0,10.0
25/12/2005,25.1,93.0,1005.5,0.0,9.0
25/12/2005,31.7,73.0,1001.4,2.0,5.0
26/12/2005,26.5,90.0,1001.8,0.0,3.0
26/12/2005,26.3,96.0,1004.3,0.0,9.0
26/12/2005,24.5,89.0,1002.6,0.0,10.0
27/12/2005,24.5,94.0,1003.5,0.0,10.0
27/12/2005,25.9,90.0,1005.4,0.0,9.0
27/12/2005,27.3,87.0,1001.5,2.0,8.0
28/12/2005,26.5,93.0,1001.8,0.0,6.0
28/12/2005,24.9,96.0,1004.2,0.0,10.0
28/12/2005,31.5,71.0,1000.4,2.0,7.0
29/12/2005,25.7,89.0,1001.6,0.0,10.0
29/12/2005,26.3,90.0,1002.7,2.0,10.0
29/12/2005,30.5,76.0,999.9,2.0,9.0
30/12/2005,27.1,85.0,1000.0,0.0,0.0
30/12/2005,25.1,93.0,1003.7,3.0,10.0
30/12/2005,29.5,81.0,1001.9,2.0,10.0
31/12/2005,24.5,94.0,1000.3,0.0,10.0
31/12/2005,24.5,94.0,1004.1,0.0,9.0
31/12/2005,31.1,72.0,1001.2,3.0,3.0
01/01/2006,27.1,82.0,1000.6,0.0,4.0
01/01/2006,26.1,81.0,1002.7,3.0,0.0
01/01/2006,29.9,85.0,1001.1,0.0,6.0
02/01/2006,27.5,91.0,1000.6,0.0,0.0
02/01/2006,25.1,94.0,1003.9,0.0,10.0
02/01/2006,25.4,91.0,1003.1,0.0,10.0
03/01/2006,24.1,96.0,1003.5,0.0,8.0
03/01/2006,24.9,95.0,1005.9,0.0,8.0
03/01/2006,32.2,70.0,1001.9,0.0,8.0
04/01/2006,24.4,97.0,1002.2,0.0,6.0
04/01/2006,24.3,96.0,1004.6,0.0,9.0
04/01/2006,32.1,71.0,1002.7,2.0,8.0
05/01/2006,24.7,92.0,1003.0,0.0,10.0
05/01/2006,24.7,94.0,1003.0,0.0,9.0
05/01/2006,31.9,73.0,1002.6,2.0,8.0
06/01/2006,26.9,90.0,1001.4,0.0,3.0
06/01/2006,25.1,96.0,1003.8,0.0,10.0
06/01/2006,32.5,70.0,1000.4,2.0,9.0
07/01/2006,24.9,93.0,1003.2,0.0,10.0
07/01/2006,23.3,95.0,1005.8,2.0,10.0
07/01/2006,27.9,83.0,1003.5,0.0,9.0
08/01/2006,25.3,95.0,1003.6,0.0,10.0
08/01/2006,24.3,96.0,1006.3,0.0,10.0
08/01/2006,29.1,79.0,1004.7,2.0,6.0
09/01/2006,26.1,89.0,1002.8,0.0,8.0
09/01/2006,24.9,94.0,1007.1,0.0,8.0
09/01/2006,32.7,68.0,1002.3,2.0,8.0
10/01/2006,28.9,80.0,1001.8,0.0,3.0
10/01/2006,25.4,91.0,1005.6,0.0,9.0
10/01/2006,32.6,71.0,1001.6,2.0,8.0
11/01/2006,26.1,91.0,1002.2,0.0,8.0
11/01/2006,26.9,90.0,1004.3,0.0,9.0
11/01/2006,29.8,84.0,1001.1,0.0,9.0
12/01/2006,26.3,93.0,1002.7,0.0,8.0
12/01/2006,26.1,93.0,1005.1,0.0,10.0
12/01/2006,26.1,86.0,1002.7,3.0,8.0
13/01/2006,25.1,91.0,1003.2,2.0,6.0
13/01/2006,26.1,86.0,1004.4,2.0,8.0
13/01/2006,31.6,73.0,1002.2,2.0,6.0
14/01/2006,26.5,91.0,1001.5,0.0,6.0
14/01/2006,26.5,94.0,1003.6,0.0,9.0
14/01/2006,33.7,72.0,1002.2,2.0,5.0
15/01/2006,29.9,86.0,1000.6,0.0,8.0
15/01/2006,27.4,94.0,1003.4,0.0,8.0
15/01/2006,29.5,84.0,1000.6,2.0,10.0
16/01/2006,25.9,96.0,1003.1,0.0,10.0
16/01/2006,25.7,89.0,1004.0,2.0,6.0
16/01/2006,33.0,73.0,1000.3,2.0,6.0
17/01/2006,25.1,96.0,1001.2,0.0,10.0
17/01/2006,25.3,98.0,1005.1,0.0,9.0
17/01/2006,32.5,76.0,1001.6,2.0,5.0
18/01/2006,25.3,96.0,1004.3,0.0,10.0
18/01/2006,23.4,98.0,1003.8,0.0,10.0
18/01/2006,26.5,88.0,1003.8,0.0,10.0
19/01/2006,24.9,96.0,1002.4,0.0,8.0
19/01/2006,24.9,96.0,1005.9,0.0,10.0
19/01/2006,31.3,73.0,1001.0,2.0,6.0
20/01/2006,26.3,92.0,1001.2,0.0,10.0
20/01/2006,26.3,89.0,1004.7,0.0,8.0
20/01/2006,32.7,72.0,1000.4,2.0,6.0
21/01/2006,28.7,86.0,999.6,0.0,6.0
21/01/2006,26.3,88.0,1003.5,2.0,8.0
21/01/2006,32.1,69.0,1001.1,2.0,6.0
22/01/2006,27.7,84.0,1000.6,0.0,0.0
22/01/2006,26.7,89.0,1003.2,0.0,8.0
22/01/2006,25.9,91.0,1001.5,0.0,10.0
23/01/2006,25.7,97.0,1001.6,0.0,0.0
23/01/2006,25.6,95.0,1002.7,0.0,9.0
23/01/2006,32.6,71.0,1000.4,2.0,6.0
24/01/2006,27.7,94.0,1000.4,0.0,0.0
24/01/2006,26.7,91.0,1003.2,2.0,6.0
24/01/2006,33.7,71.0,1000.3,2.0,8.0
25/01/2006,27.7,94.0,1001.5,0.0,0.0
25/01/2006,26.3,98.0,1005.5,0.0,6.0
25/01/2006,25.5,96.0,1003.5,0.0,10.0
26/01/2006,25.6,98.0,1002.2,0.0,10.0
26/01/2006,25.1,97.0,1007.1,0.0,10.0
26/01/2006,31.5,78.0,1003.8,2.0,8.0
27/01/2006,27.7,92.0,1002.4,0.0,6.0
27/01/2006,26.3,93.0,1006.2,0.0,10.0
27/01/2006,33.7,71.0,1002.8,2.0,8.0
28/01/2006,24.1,97.0,1003.0,0.0,10.0
28/01/2006,25.1,96.0,1007.2,0.0,10.0
28/01/2006,30.9,78.0,1004.3,2.0,6.0
29/01/2006,24.3,99.0,1003.8,0.0,10.0
29/01/2006,25.2,95.0,1005.8,2.0,8.0
29/01/2006,28.7,79.0,1002.3,2.0,8.0
30/01/2006,25.7,96.0,1002.2,0.0,9.0
30/01/2006,24.9,96.0,1005.6,0.0,10.0
30/01/2006,30.9,82.0,1002.0,2.0,6.0
31/01/2006,25.5,94.0,1003.0,0.0,6.0
31/01/2006,26.1,93.0,1005.8,0.0,10.0
31/01/2006,33.5,66.0,1000.7,2.0,8.0
01/02/2006,24.5,99.0,1001.6,0.0,9.0
01/02/2006,25.1,96.0,1004.2,0.0,9.0
01/02/2006,33.1,74.0,1000.3,2.0,6.0
02/02/2006,24.7,93.0,1001.4,0.0,0.0
02/02/2006,25.9,96.0,1003.6,0.0,10.0
02/02/2006,25.5,93.0,1001.9,0.0,10.0
03/02/2006,24.9,98.0,1001.6,0.0,10.0
03/02/2006,25.1,97.0,1004.7,2.0,10.0
03/02/2006,28.3,84.0,1003.4,2.0,9.0
04/02/2006,26.3,96.0,1001.4,0.0,6.0
04/02/2006,25.3,96.0,1004.3,0.0,10.0
04/02/2006,32.3,73.0,1002.6,2.0,6.0
05/02/2006,28.7,86.0,1000.7,0.0,8.0
05/02/2006,27.9,87.0,1004.0,0.0,0.0
05/02/2006,26.1,93.0,1002.3,3.0,9.0
06/02/2006,24.6,98.0,1002.3,0.0,10.0
06/02/2006,25.5,98.0,1004.4,0.0,10.0
06/02/2006,26.5,93.0,1002.2,3.0,10.0
07/02/2006,25.9,96.0,1001.8,2.0,10.0
07/02/2006,25.3,96.0,1003.0,0.0,10.0
07/02/2006,28.3,85.0,1000.0,1.0,10.0
08/02/2006,24.9,99.0,1002.0,0.0,10.0
08/02/2006,23.5,97.0,1004.4,3.0,10.0
08/02/2006,25.5,75.0,1001.5,2.0,9.0
09/02/2006,26.1,89.0,1001.8,0.0,10.0
09/02/2006,24.1,97.0,1005.8,2.0,10.0
09/02/2006,29.9,82.0,1002.6,2.0,9.0
10/02/2006,25.9,95.0,1003.1,2.0,10.0
10/02/2006,23.7,97.0,1007.2,0.0,10.0
10/02/2006,27.1,88.0,1004.6,2.0,10.0
11/02/2006,25.7,96.0,1003.6,0.0,9.0
11/02/2006,26.1,96.0,1005.4,0.0,9.0
11/02/2006,26.9,93.0,1003.8,2.0,10.0
12/02/2006,25.3,98.0,1003.2,0.0,9.0
12/02/2006,24.9,95.0,1005.0,0.0,10.0
12/02/2006,28.5,87.0,1002.8,0.0,10.0
13/02/2006,25.3,98.0,1004.2,0.0,10.0
13/02/2006,24.1,97.0,1005.5,0.0,10.0
13/02/2006,30.1,81.0,1005.2,0.0,8.0
14/02/2006,27.5,91.0,1004.3,0.0,6.0
14/02/2006,26.6,90.0,1005.0,0.0,8.0
14/02/2006,32.8,66.0,1003.0,2.0,8.0
15/02/2006,28.7,83.0,1004.2,0.0,8.0
15/02/2006,26.7,89.0,1005.1,0.0,9.0
15/02/2006,27.3,92.0,1003.9,0.0,10.0
16/02/2006,24.3,99.0,1003.6,0.0,10.0
16/02/2006,23.7,97.0,1005.6,0.0,10.0
16/02/2006,28.3,85.0,1003.4,2.0,8.0
17/02/2006,26.3,96.0,1002.8,0.0,4.0
17/02/2006,23.9,96.0,1007.5,0.0,10.0
17/02/2006,29.1,79.0,1004.4,2.0,9.0
18/02/2006,26.1,89.0,1004.7,0.0,0.0
18/02/2006,24.1,96.0,1005.5,0.0,10.0
18/02/2006,27.7,82.0,1003.5,0.0,9.0
19/02/2006,27.5,82.0,1002.2,0.0,6.0
19/02/2006,27.4,84.0,1005.4,2.0,9.0
19/02/2006,32.1,74.0,1004.0,2.0,8.0
20/02/2006,24.9,98.0,1003.8,0.0,10.0
20/02/2006,24.7,96.0,1003.9,0.0,10.0
20/02/2006,26.5,88.0,1003.5,3.0,10.0
21/02/2006,24.9,96.0,1002.0,0.0,0.0
21/02/2006,25.9,95.0,1005.2,0.0,8.0
21/02/2006,31.3,79.0,1001.6,2.0,5.0
22/02/2006,26.3,90.0,1002.2,2.0,3.0
22/02/2006,27.1,83.0,1004.8,2.0,5.0
22/02/2006,29.9,77.0,1002.4,3.0,9.0
23/02/2006,25.9,90.0,1002.3,0.0,0.0
23/02/2006,27.5,88.0,1004.3,2.0,5.0
23/02/2006,32.5,69.0,1001.1,0.0,6.0
24/02/2006,27.5,84.0,1001.1,0.0,0.0
24/02/2006,27.1,88.0,1003.5,0.0,3.0
24/02/2006,33.7,65.0,1000.2,3.0,5.0
25/02/2006,28.9,86.0,1000.3,0.0,0.0
25/02/2006,28.3,85.0,1003.8,2.0,8.0
25/02/2006,32.7,69.0,1001.4,0.0,9.0
26/02/2006,29.3,86.0,1000.7,0.0,0.0
26/02/2006,26.7,91.0,1003.8,0.0,10.0
26/02/2006,29.1,85.0,1001.4,2.0,10.0
27/02/2006,25.3,98.0,1001.0,0.0,10.0
27/02/2006,24.5,96.0,1005.0,0.0,10.0
27/02/2006,28.5,83.0,1004.6,0.0,10.0
28/02/2006,24.7,97.0,1003.9,0.0,10.0
28/02/2006,23.9,98.0,1005.6,0.0,10.0
28/02/2006,27.0,90.0,1004.0,0.0,10.0
01/03/2006,24.9,98.0,1004.0,0.0,10.0
01/03/2006,24.6,97.0,1006.3,0.0,10.0
01/03/2006,30.7,79.0,1003.6,2.0,6.0
02/03/2006,25.7,94.0,1003.9,0.0,6.0
02/03/2006,25.7,94.0,1007.2,0.0,10.0
02/03/2006,31.7,74.0,1005.5,2.0,8.0
03/03/2006,25.3,96.0,1003.9,0.0,10.0
03/03/2006,26.7,89.0,1005.4,0.0,6.0
03/03/2006,28.9,80.0,1003.8,2.0,8.0
04/03/2006,26.5,96.0,1004.0,0.0,6.0
04/03/2006,25.3,98.0,1006.3,0.0,10.0
04/03/2006,25.1,94.0,1005.8,0.0,10.0
05/03/2006,24.5,98.0,1005.0,0.0,6.0
05/03/2006,25.4,97.0,1006.8,2.0,6.0
05/03/2006,32.1,77.0,1005.6,2.0,0.0
06/03/2006,26.3,93.0,1003.6,0.0,3.0
06/03/2006,26.1,94.0,1005.1,2.0,9.0
06/03/2006,31.5,78.0,1002.8,3.0,5.0
07/03/2006,26.7,96.0,1002.4,0.0,0.0
07/03/2006,26.7,89.0,1004.3,2.0,10.0
07/03/2006,31.7,73.0,1001.4,2.0,9.0
08/03/2006,28.5,91.0,1001.4,0.0,10.0
08/03/2006,24.7,96.0,1006.0,0.0,10.0
08/03/2006,26.3,93.0,1003.5,0.0,10.0
09/03/2006,24.5,98.0,1001.5,0.0,10.0
09/03/2006,25.1,96.0,1004.2,0.0,10.0
09/03/2006,31.1,77.0,1002.0,2.0,8.0
10/03/2006,25.5,98.0,1002.6,0.0,10.0
10/03/2006,26.1,97.0,1004.3,2.0,10.0
10/03/2006,33.1,71.0,1001.4,3.0,7.0
11/03/2006,26.3,98.0,1003.4,0.0,10.0
11/03/2006,26.3,98.0,1004.3,0.0,10.0
11/03/2006,32.1,78.0,1000.3,2.0,7.0
12/03/2006,28.3,91.0,1001.6,0.0,10.0
12/03/2006,24.3,98.0,1004.2,0.0,10.0
12/03/2006,24.3,98.0,1003.2,3.0,10.0
13/03/2006,24.3,98.0,1002.0,0.0,10.0
13/03/2006,24.4,97.0,1005.2,0.0,10.0
13/03/2006,32.1,74.0,1001.9,1.0,5.0
14/03/2006,25.8,88.0,1000.7,0.0,9.0
14/03/2006,27.1,89.0,1003.8,0.0,8.0
14/03/2006,33.9,67.0,1001.0,2.0,8.0
15/03/2006,28.9,83.0,1000.6,0.0,6.0
15/03/2006,25.5,86.0,1005.6,2.0,9.0
15/03/2006,30.3,79.0,1002.2,2.0,9.0
16/03/2006,27.3,93.0,1001.2,0.0,8.0
16/03/2006,26.1,96.0,1005.0,0.0,10.0
16/03/2006,28.5,80.0,1002.7,0.0,10.0
17/03/2006,24.1,97.0,1000.6,0.0,4.0
17/03/2006,23.3,99.0,1005.6,0.0,10.0
17/03/2006,25.3,87.0,1003.6,0.0,10.0
18/03/2006,24.5,91.0,1002.4,0.0,3.0
18/03/2006,24.7,92.0,1006.0,0.0,8.0
18/03/2006,32.1,67.0,1004.0,2.0,6.0
19/03/2006,27.7,85.0,1000.7,0.0,8.0
19/03/2006,25.5,91.0,1004.0,0.0,8.0
19/03/2006,33.5,63.0,1000.7,2.0,6.0
20/03/2006,28.7,82.0,1001.5,0.0,3.0
20/03/2006,27.3,90.0,1003.8,0.0,8.0
20/03/2006,30.5,71.0,1000.0,4.0,5.0
21/03/2006,27.1,86.0,1001.9,3.0,10.0
21/03/2006,24.7,96.0,1005.1,0.0,10.0
21/03/2006,26.9,85.0,1003.2,0.0,10.0
22/03/2006,25.1,89.0,1003.5,0.0,2.0
22/03/2006,26.3,92.0,1005.2,2.0,9.0
22/03/2006,32.5,65.0,1002.2,3.0,7.0
23/03/2006,26.3,92.0,1001.4,0.0,0.0
23/03/2006,26.7,86.0,1005.4,2.0,6.0
23/03/2006,29.7,69.0,1002.8,3.0,10.0
24/03/2006,25.3,95.0,1002.8,0.0,10.0
24/03/2006,24.5,96.0,1005.4,0.0,10.0
24/03/2006,29.1,79.0,1002.4,2.0,9.0
25/03/2006,24.9,98.0,1003.5,0.0,10.0
25/03/2006,25.3,95.0,1006.3,0.0,10.0
25/03/2006,28.3,78.0,1004.7,3.0,9.0
26/03/2006,24.9,93.0,1003.5,0.0,8.0
26/03/2006,27.7,85.0,1005.8,2.0,7.0
26/03/2006,32.3,66.0,1002.4,2.0,8.0
27/03/2006,25.5,91.0,1003.5,0.0,0.0
27/03/2006,25.4,89.0,1006.3,0.0,8.0
27/03/2006,31.9,62.0,1005.2,3.0,4.0
28/03/2006,27.7,78.0,1004.6,0.0,3.0
28/03/2006,27.8,81.0,1006.3,0.0,8.0
28/03/2006,28.3,82.0,1005.4,0.0,10.0
29/03/2006,25.5,94.0,1005.0,0.0,8.0
29/03/2006,26.7,86.0,1006.3,0.0,10.0
29/03/2006,30.9,71.0,1003.4,2.0,8.0
30/03/2006,27.1,85.0,1003.5,0.0,8.0
30/03/2006,26.4,92.0,1006.0,2.0,10.0
30/03/2006,31.3,66.0,1003.0,3.0,9.0
31/03/2006,25.4,87.0,1003.9,3.0,9.0
31/03/2006,26.1,84.0,1006.2,0.0,8.0
31/03/2006,30.3,73.0,1004.0,2.0,9.0
01/04/2006,25.3,92.0,1004.3,0.0,7.0
01/04/2006,25.5,94.0,1007.1,0.0,10.0
01/04/2006,32.6,60.0,1002.8,2.0,8.0
02/04/2006,27.7,82.0,1003.1,0.0,8.0
02/04/2006,26.7,92.0,1004.6,0.0,8.0
02/04/2006,25.3,96.0,1001.9,0.0,10.0
03/04/2006,24.5,98.0,1002.8,0.0,10.0
03/04/2006,26.1,91.0,1005.0,0.0,10.0
03/04/2006,24.9,93.0,1003.9,2.0,10.0
04/04/2006,24.9,95.0,1002.7,0.0,0.0
04/04/2006,26.9,87.0,1004.4,3.0,7.0
04/04/2006,32.9,66.0,1002.2,2.0,5.0
05/04/2006,27.3,90.0,1001.0,0.0,0.0
05/04/2006,27.9,88.0,1003.9,0.0,9.0
05/04/2006,30.3,71.0,1001.2,3.0,10.0
06/04/2006,26.3,92.0,999.9,3.0,0.0
06/04/2006,26.7,91.0,1003.6,0.0,9.0
06/04/2006,27.1,88.0,1003.9,3.0,9.0
07/04/2006,25.3,95.0,1003.8,0.0,10.0
07/04/2006,23.3,97.0,1005.9,0.0,10.0
07/04/2006,25.3,95.0,1003.5,0.0,10.0
08/04/2006,25.3,95.0,1003.6,0.0,10.0
08/04/2006,24.9,93.0,1005.4,2.0,10.0
08/04/2006,32.3,70.0,1001.8,3.0,7.0
09/04/2006,26.3,92.0,1002.6,0.0,10.0
09/04/2006,25.5,90.0,1004.4,3.0,10.0
09/04/2006,27.9,78.0,1002.6,0.0,10.0
10/04/2006,24.5,93.0,1001.5,0.0,10.0
10/04/2006,25.7,88.0,1003.5,0.0,7.0
10/04/2006,32.9,61.0,999.6,0.0,5.0
11/04/2006,28.3,79.0,1001.0,0.0,10.0
11/04/2006,25.5,92.0,1004.0,2.0,10.0
11/04/2006,31.9,69.0,1002.8,2.0,8.0
12/04/2006,24.7,91.0,1001.5,2.0,10.0
12/04/2006,25.3,92.0,1003.6,0.0,10.0
12/04/2006,32.5,65.0,1001.5,2.0,8.0
13/04/2006,27.9,87.0,1001.1,0.0,4.0
13/04/2006,28.7,82.0,1003.2,2.0,6.0
13/04/2006,27.9,86.0,1001.5,2.0,9.0
14/04/2006,26.9,85.0,1001.6,0.0,10.0
14/04/2006,25.9,95.0,1004.4,0.0,10.0
14/04/2006,23.7,97.0,1003.4,0.0,10.0
15/04/2006,24.1,96.0,1002.6,0.0,10.0
15/04/2006,24.6,93.0,1005.0,0.0,10.0
15/04/2006,30.3,71.0,1003.1,2.0,8.0
16/04/2006,27.1,85.0,1003.6,0.0,6.0
16/04/2006,26.5,93.0,1006.8,0.0,8.0
16/04/2006,30.6,74.0,1006.7,2.0,10.0
17/04/2006,26.0,94.0,1006.8,0.0,8.0
17/04/2006,25.1,97.0,1006.3,0.0,9.0
17/04/2006,29.1,76.0,1003.9,2.0,10.0
18/04/2006,25.1,93.0,1005.1,0.0,8.0
18/04/2006,27.0,86.0,1005.6,0.0,10.0
18/04/2006,32.1,63.0,1001.8,1.0,6.0
19/04/2006,26.7,85.0,1003.6,0.0,10.0
19/04/2006,25.1,95.0,1005.4,0.0,10.0
19/04/2006,26.9,88.0,1004.0,2.0,10.0
20/04/2006,24.1,94.0,1003.9,0.0,10.0
20/04/2006,24.5,98.0,1006.3,2.0,10.0
20/04/2006,31.1,72.0,1002.8,2.0,4.0
21/04/2006,27.3,90.0,1003.6,0.0,9.0
21/04/2006,27.7,82.0,1005.4,2.0,9.0
21/04/2006,29.1,80.0,1002.8,2.0,9.0
22/04/2006,26.7,91.0,1003.8,0.0,2.0
22/04/2006,26.3,93.0,1005.5,2.0,10.0
22/04/2006,30.3,79.0,1002.0,0.0,10.0
23/04/2006,24.5,98.0,1003.2,0.0,10.0
23/04/2006,26.3,95.0,1005.1,0.0,10.0
23/04/2006,32.3,67.0,1002.4,2.0,6.0
24/04/2006,28.3,89.0,1001.9,0.0,2.0
24/04/2006,25.5,94.0,1005.1,0.0,10.0
24/04/2006,31.6,70.0,1001.6,0.0,10.0
25/04/2006,26.7,91.0,1004.2,0.0,10.0
25/04/2006,25.4,91.0,1005.4,0.0,10.0
25/04/2006,24.5,96.0,1003.9,0.0,10.0
26/04/2006,24.7,94.0,1005.0,0.0,4.0
26/04/2006,25.5,92.0,1006.0,0.0,9.0
26/04/2006,31.5,68.0,1004.0,2.0,8.0
27/04/2006,26.7,91.0,1003.5,0.0,3.0
27/04/2006,26.3,90.0,1006.0,0.0,8.0
27/04/2006,26.3,90.0,1003.5,2.0,10.0
28/04/2006,24.9,96.0,1004.6,0.0,4.0
28/04/2006,25.9,95.0,1007.4,0.0,9.0
28/04/2006,28.3,82.0,1004.4,0.0,10.0
29/04/2006,25.1,91.0,1003.8,2.0,6.0
29/04/2006,24.7,96.0,1006.2,0.0,9.0
29/04/2006,30.7,76.0,1002.4,0.0,8.0
30/04/2006,27.1,91.0,1002.8,0.0,0.0
30/04/2006,26.9,90.0,1003.6,0.0,10.0
30/04/2006,32.9,68.0,1000.7,2.0,8.0
01/05/2006,27.1,88.0,1002.7,0.0,4.0
01/05/2006,26.5,90.0,1004.7,0.0,10.0
01/05/2006,28.5,82.0,1001.9,0.0,10.0
02/05/2006,26.3,92.0,1002.8,0.0,2.0
02/05/2006,26.3,93.0,1004.8,0.0,10.0
02/05/2006,32.7,67.0,1001.1,2.0,5.0
03/05/2006,27.1,89.0,1003.8,0.0,10.0
03/05/2006,24.3,99.0,1006.6,0.0,10.0
03/05/2006,29.5,77.0,1003.6,1.0,9.0
04/05/2006,26.9,91.0,1003.6,0.0,10.0
04/05/2006,25.1,96.0,1005.6,0.0,10.0
04/05/2006,28.5,82.0,1003.8,2.0,10.0
05/05/2006,24.5,94.0,1004.4,2.0,9.0
05/05/2006,24.5,96.0,1006.0,0.0,9.0
05/05/2006,30.7,72.0,1003.4,2.0,9.0
06/05/2006,27.1,88.0,1003.6,0.0,10.0
06/05/2006,25.9,95.0,1006.0,0.0,9.0
06/05/2006,31.5,70.0,1003.1,2.0,9.0
07/05/2006,26.9,87.0,1003.8,2.0,10.0
07/05/2006,24.7,92.0,1006.7,0.0,10.0
07/05/2006,25.5,83.0,1006.7,4.0,10.0
08/05/2006,24.3,96.0,1004.7,0.0,10.0
08/05/2006,25.9,91.0,1006.4,0.0,9.0
08/05/2006,31.9,65.0,1003.8,0.0,8.0
09/05/2006,26.1,91.0,1004.6,0.0,8.0
09/05/2006,23.5,99.0,1007.5,0.0,10.0
09/05/2006,26.3,88.0,1003.8,0.0,9.0
10/05/2006,24.7,96.0,1007.4,0.0,10.0
10/05/2006,25.5,94.0,1007.0,0.0,10.0
10/05/2006,28.9,76.0,1006.0,0.0,9.0
11/05/2006,23.9,99.0,1006.6,0.0,10.0
11/05/2006,24.3,93.0,1008.0,0.0,10.0
11/05/2006,26.9,83.0,1007.5,2.0,10.0
12/05/2006,24.7,94.0,1006.6,0.0,6.0
12/05/2006,24.9,96.0,1008.8,0.0,10.0
12/05/2006,30.3,71.0,1004.8,0.0,8.0
13/05/2006,26.3,93.0,1006.8,0.0,9.0
13/05/2006,24.3,98.0,1007.6,0.0,10.0
13/05/2006,30.3,72.0,1004.3,0.0,9.0
14/05/2006,25.0,94.0,1006.4,0.0,9.0
14/05/2006,26.5,93.0,1007.8,0.0,10.0
14/05/2006,30.3,73.0,1005.8,2.0,6.0
15/05/2006,26.5,93.0,1006.8,0.0,10.0
15/05/2006,25.9,93.0,1008.3,0.0,10.0
15/05/2006,31.1,71.0,1005.1,1.0,8.0
16/05/2006,24.9,96.0,1005.9,0.0,10.0
16/05/2006,25.9,91.0,1007.6,1.0,9.0
16/05/2006,27.5,88.0,1005.0,0.0,9.0
17/05/2006,25.7,92.0,1005.1,0.0,6.0
17/05/2006,25.3,98.0,1007.1,0.0,10.0
17/05/2006,24.3,95.0,1005.1,1.0,10.0
18/05/2006,24.1,98.0,1005.2,0.0,6.0
18/05/2006,23.3,99.0,1008.8,4.0,10.0
18/05/2006,26.3,87.0,1005.8,1.0,10.0
19/05/2006,24.7,95.0,1005.0,0.0,8.0
19/05/2006,24.5,98.0,1007.2,1.0,10.0
19/05/2006,26.9,87.0,1006.2,2.0,9.0
20/05/2006,24.9,95.0,1004.7,0.0,6.0
20/05/2006,25.7,92.0,1006.0,0.0,10.0
20/05/2006,29.6,79.0,1003.2,0.0,8.0
21/05/2006,25.9,93.0,1004.0,0.0,6.0
21/05/2006,25.5,94.0,1005.8,1.0,10.0
21/05/2006,30.7,74.0,1003.9,1.0,8.0
22/05/2006,26.3,92.0,1003.1,1.0,6.0
22/05/2006,26.5,90.0,1006.4,2.0,10.0
22/05/2006,30.7,74.0,1003.9,0.0,6.0
23/05/2006,26.9,90.0,1005.2,0.0,8.0
23/05/2006,25.4,95.0,1007.5,0.0,8.0
23/05/2006,30.3,76.0,1006.8,0.0,6.0
24/05/2006,26.5,91.0,1006.2,0.0,10.0
24/05/2006,25.7,89.0,1008.0,2.0,10.0
24/05/2006,30.9,69.0,1005.1,0.0,5.0
25/05/2006,25.7,91.0,1006.3,0.0,6.0
25/05/2006,24.9,93.0,1007.9,2.0,10.0
25/05/2006,29.3,75.0,1005.2,2.0,5.0
